epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
284,45407.7,0.86125,1.27497,0.764,0.00915,0.63355,0.68497,0.678,0.6721,0.47869,0.67441,0.66646,0.6568,0.41357,1.21932,2.54998,1.47273,0.01943,0,0.00898725,0.00299575,0.00898725,0.00299575,0.00898725,0.00299575,0.00898725,0.00299575
285,45627.2,0.86803,1.27898,0.76343,0.00923,0.66287,0.68605,0.67806,0.67246,0.47942,0.67661,0.66441,0.65761,0.41402,1.21966,2.55989,1.47146,0.01946,0,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
286,45846.2,0.87112,1.28259,0.74893,0.00925,0.63063,0.68351,0.67569,0.67239,0.47974,0.67382,0.66668,0.6577,0.41387,1.22103,2.56029,1.47054,0.01947,0,0.00883875,0.00294625,0.00883875,0.00294625,0.00883875,0.00294625,0.00883875,0.00294625
287,46068.6,0.85113,1.26547,0.7499,0.00912,0.64179,0.68305,0.68593,0.67261,0.47993,0.67134,0.67558,0.65848,0.41407,1.22021,2.56007,1.47406,0.01947,0,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
288,46290.6,0.84695,1.2458,0.74613,0.00892,0.61382,0.68045,0.6845,0.67198,0.47965,0.66977,0.67508,0.65747,0.41382,1.22052,2.56159,1.47581,0.01948,0,0.00869025,0.00289675,0.00869025,0.00289675,0.00869025,0.00289675,0.00869025,0.00289675
289,46507.8,0.85779,1.26794,0.74283,0.00901,0.62863,0.68058,0.68519,0.67207,0.47911,0.67053,0.67607,0.65712,0.41363,1.22052,2.56331,1.48028,0.01946,0,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
290,46729.2,0.86071,1.25923,0.75637,0.00914,0.629,0.68085,0.68503,0.67221,0.47873,0.67177,0.67493,0.65765,0.41359,1.2205,2.56347,1.48147,0.01946,0,0.00854175,0.00284725,0.00854175,0.00284725,0.00854175,0.00284725,0.00854175,0.00284725
291,46951.4,0.84417,1.25645,0.73992,0.00899,0.62022,0.6805,0.68503,0.67232,0.47883,0.67041,0.67545,0.65763,0.41356,1.21828,2.56388,1.48528,0.01942,0,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
292,47170,0.85401,1.26053,0.75509,0.00907,0.63396,0.67621,0.69033,0.67246,0.47899,0.66709,0.68228,0.65911,0.41395,1.21974,2.56684,1.48499,0.01946,0,0.00839325,0.00279775,0.00839325,0.00279775,0.00839325,0.00279775,0.00839325,0.00279775
293,47392.1,0.84199,1.25721,0.73797,0.00895,0.62704,0.68023,0.68276,0.67266,0.4787,0.67167,0.67425,0.65964,0.41428,1.21914,2.56879,1.48645,0.01944,0,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
294,47614.5,0.84203,1.25518,0.73685,0.00892,0.61335,0.67861,0.68537,0.67251,0.47868,0.66913,0.67935,0.65972,0.4144,1.21954,2.57114,1.48732,0.01944,0,0.00824475,0.00274825,0.00824475,0.00274825,0.00824475,0.00274825,0.00824475,0.00274825
295,47834.7,0.83453,1.2628,0.73826,0.00885,0.63388,0.6754,0.68517,0.67173,0.47867,0.66677,0.68069,0.65973,0.41428,1.219,2.57271,1.48871,0.01943,0,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
296,48053.9,0.84251,1.25705,0.72445,0.00905,0.61363,0.67127,0.68487,0.67122,0.47884,0.71057,0.64182,0.65922,0.41428,1.22098,2.57468,1.48682,0.01946,0,0.00809625,0.00269875,0.00809625,0.00269875,0.00809625,0.00269875,0.00809625,0.00269875
297,48276.2,0.83956,1.24091,0.72302,0.00884,0.58766,0.67527,0.68568,0.67158,0.47874,0.66529,0.67676,0.65895,0.41413,1.22248,2.578,1.48602,0.01951,0,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
298,48498.2,0.83697,1.2437,0.71536,0.00892,0.60305,0.67396,0.69055,0.67262,0.4792,0.70669,0.65113,0.65859,0.41425,1.2215,2.57886,1.48985,0.0195,0,0.00794775,0.00264925,0.00794775,0.00264925,0.00794775,0.00264925,0.00794775,0.00264925
299,48715.8,0.84256,1.25787,0.72432,0.00886,0.60437,0.67009,0.69434,0.67255,0.47896,0.70885,0.64824,0.65811,0.41416,1.22301,2.57696,1.48974,0.01953,0,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
300,48937.7,0.83464,1.24171,0.71582,0.00869,0.60194,0.67194,0.6931,0.67223,0.47908,0.70861,0.65001,0.65735,0.41364,1.22242,2.58022,1.49143,0.01953,0,0.00779925,0.00259975,0.00779925,0.00259975,0.00779925,0.00259975,0.00779925,0.00259975
301,49159.4,0.83466,1.22172,0.71217,0.00882,0.59715,0.66748,0.69442,0.67195,0.47837,0.70523,0.65014,0.65831,0.4133,1.2218,2.58293,1.49461,0.0195,0,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
302,49376.7,0.8384,1.25056,0.71798,0.00882,0.59667,0.66602,0.69565,0.67141,0.47823,0.70742,0.64941,0.65777,0.41252,1.22208,2.58486,1.49489,0.0195,0,0.00765075,0.00255025,0.00765075,0.00255025,0.00765075,0.00255025,0.00765075,0.00255025
